Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,sbd
7.8,7.75,6.5,6.5,,,,7.2,9,51000507
8.6,7.25,,,8.25,8,6.75,9.2,,51000508
7.8,7.25,,,5.5,7.25,6.75,7.4,,51000509
8.8,8.5,,,7.75,8.25,7,8.6,,51000510
7.6,8.25,4.75,7.25,,,,8.8,9.25,51000511
3.8,6.42,5,7.5,,,,2.2,7.75,51000512
7,8.25,,,8.75,4,4.25,9,,51000513
7.8,8.25,,,5.75,8.5,7.75,9.2,,51000514
6.2,7.25,7.25,7.75,,,,7,9.25,51000515
7.6,5,9.5,,,,,,,51000516
4.2,4.5,3.5,6,,,,,,51000517
8,5.5,,,7,7.5,4.25,5,,51000518
8.2,7.25,,,8,5.75,6,9,,51000519
7.6,8,6.75,7.75,,,,8.6,9.5,51000520
8.6,7.25,,,8,7.5,4.5,7.4,,51000521
,5.75,5.25,5.75,,,,,,51000522
8.8,6.75,,,6.75,3.75,7,8.6,,51000523
2.6,5.25,4,,,,,,,51000525
8.6,7.75,,,9.5,8.25,6.5,7,,51000524
5.8,6,5.5,5.75,,,,4.4,7,51000526
,5.25,4,6.5,,,,,,51000527
8.6,5.75,7,,,,,,,51000528
4,3,3,,,,,,,51000529
9,8.5,,,7.5,8.25,8.5,9.2,,51000530
6.6,8.25,8,8.25,,,,7.6,9.5,51000531
7.4,8.5,8.75,8.25,,,,7.6,9,51000532
7,8.5,5.5,7.25,,,,8.8,8.25,51000533
4.8,4.75,3,6,,,,,,51000534
8,9,6,8.25,,,,7.6,8.5,51000535
8.6,6,,,4,8,7.5,5.6,,51000536
8.2,7,4.75,7.5,,,,5.8,8.5,51000537
5.8,9.25,7.5,7.75,,,,6.6,9.25,51000538
7.8,7,,,7.5,5.5,6.25,9.2,,51000541
8.4,8.75,7.25,8.5,,,,9.2,9.25,51000540
6.8,7,,,6.25,6.25,5.25,5.6,,51000542
3.8,7.5,8,7,,,,4,8.75,51000543
8.6,8.5,,,8.25,6.5,6.75,9.6,,51000539
7,7.75,,,6.25,7.5,6.25,7,,51000544
7.4,8,6.25,7.25,,,,7.6,8,51000545
4,6.5,4.5,6.75,,,,6.4,9,51000546
5,6.5,5.25,6.75,,,,4.4,7.25,51000549
8,7.5,4.75,6.25,,,,8.2,8.5,51000547
7,8,7.25,7.5,,,,6.2,9,51000548
3.4,5,5,6.75,,,,,,51000550
7,7.5,5.75,7.5,,,,9.6,8.75,51000551
2,4,2.5,5.25,,,,1.8,5.5,51000552
8.2,5,,,3.75,8.25,7.25,5.8,,51000553
7.6,6.75,,,5.5,7.25,7.75,9.2,,51000554
7.6,6.5,,,7.75,5,4.5,8.2,,51000555
,6.83,4.75,7.75,,,,,,51000557
8.2,7.5,8.75,6.25,,,,,8,51000558
2.2,4.75,4,,,,,,,51000556
6.6,6,,,4.5,5,4.25,7.8,,51000559
7.6,9.5,,,5,4,4.5,4.6,,51000560
5.6,7.75,8,8.5,,,,9.6,9.25,51000561
7.4,7.75,5.5,8.25,,,,8.8,8.75,51000562
7.8,7,,,4,7.75,8,7.8,,51000563
6.2,5,,,4.5,5.75,4,6.6,,51000564
7.8,6.25,,,7,6.5,6.5,9,,51000565
8,7.25,6.75,7.25,,,,7.4,9,51000566
8.6,7.5,,,7.75,8.25,6.75,7.8,,51000567
,7,9.25,9.25,,,,,,51000568
8.6,8,,,7.25,6.5,5,9.4,,51000569
2.4,3,3.5,4.25,,,,,,51000570
3.4,6,6,4.75,,,,3.6,6.75,51000572
7.6,8.5,6.5,6.5,,,,9,9.25,51000571
7.2,8.75,4.75,7.25,,,,7.4,9,51000573
3.6,4.75,7,7,,,,,,51000574
7.8,9.5,9.5,9,,,,7.8,9,51000575
8.6,7,,,7,6,5.25,8.8,,51000576
8.4,7.75,,,7.25,7.25,5.25,7.8,,51000577
7.6,7.25,,,7.25,8.25,5.25,7,,51000578
7.2,6.25,4.25,,,,,,,51000579
6.8,7.25,6.75,7.5,,,,8.8,7.75,51000580
8,9,,,7.25,6.5,5.75,9.2,,51000581
7.6,5,,,4,5.75,5.25,5.8,,51000582
6.6,5.75,,,4.25,3.25,3,3.2,,51000583
8.6,7,,,7.75,7.75,6.75,7.8,,51000584
7.6,6.75,,,6,5.5,3.5,8.2,,51000585
5.6,7,6.5,7.25,,,,8.6,8.25,51000586
8.8,7,,,6.25,8,7.75,8.2,,51000587
6.8,6.5,,,5.75,7,3.5,,,51000589
7.4,7.25,7.5,7.25,,,,8.4,7.75,51000588
6.2,7.25,5,8,,,,5.4,8.5,51000590
,5.75,7,6.75,,,,,,51000591
8.6,8,7.5,8.5,,,,9.4,9.75,51000592
7.8,6.25,,,5.25,4.25,3.5,8,,51000593
8.2,,,,7,,,8.8,,51000594
,6.25,4.75,6,,,,,,51000595
8,5.75,5.25,7.75,,,,9.2,8.5,51000596
7.2,6.5,,,7.75,5.25,5.5,8.4,,51000597
7.6,7.5,7,8.75,,,,6.6,9.25,51000598
6.4,6.5,2.25,6,,,,6,6.25,51000599
7,7.75,6,7,,,,7.6,9,51000600
8.2,7.5,5.25,7.75,,,,6.6,9.25,51000601
5.2,4.75,4.75,6,,,,,,51000602
8.2,8.5,5.5,7.5,,,,8.4,9.25,51000603
6.6,7.5,7.5,6.25,,,,7.8,8.5,51000604
7.8,7.75,9.25,7.5,,,,9.4,8.25,51000605
8.4,6.5,,,6.25,8,6.5,7,,51000606
8.8,5.5,,,7.5,4.75,6,9,,51000607
8.8,7,,,7.75,9.25,6.25,8,,51000608
8.4,7.25,,,8,8.25,5.5,7.8,,51000609
7.6,5.5,,,6,3,4,8.2,,51000610
7,6,,,7,6,4.25,4.2,,51000611
8.8,5.5,,,6.75,5.25,6.25,8.4,,51000612
8.6,7.25,6.5,,,,,,,51000613
8.4,7.75,9,,,,,,,51000614
8,8,,,7,4.5,5.25,9.6,,51000615
8.2,6,,,8,4.25,3.25,8.6,,51000616
4.6,5,2.25,5.75,,,,,,51000617
5.4,6,4.5,8,,,,3,8.75,51000618
6.4,7.25,,,4,8,7.25,6.8,,51000619
5.2,9.25,5.25,7.5,,,,8.8,7.25,51000621
4.8,7.25,4,5.75,,,,7.6,6,51000620
7,8.75,6.5,8.25,,,,8.2,9.5,51000622
8.2,9,9,9.75,,,,9.4,9.75,51000623
6.8,8.25,5,8,,,,8.4,8.5,51000624
7,7.75,4,7.25,,,,7,8.25,51000625
7.2,8.5,,,6,6,6.75,8,,51000626
7.8,7.75,,,7.5,8,6.75,8.2,,51000627
8,8.25,,,5.75,5.25,6.25,9.2,,51000629
7.2,8.25,4.5,7,,,,7.2,9,51000628
8.4,8.25,2.75,7,,,,8,9.5,51000630
7.8,8.5,8,8.5,,,,9,8.75,51000631
7.4,7.25,7.25,7.5,,,,5.8,9.25,51000632
7.8,6.25,,,7.25,7.5,4.5,5.8,,51000633
7.8,6.25,,,7,8.25,5.25,7.4,,51000634
7.8,8.75,,,5.25,8.25,8.75,8.8,,51000635
5.8,4.5,4,8.5,,,,8.4,8.25,51000636
7.6,9,8.25,8.5,,,,10,9.75,51000638
7.4,7.25,8.25,8.75,,,,6.2,9,51000639
9,5.25,,,6,8.25,9.25,8.4,,51000640
7.8,6.75,,,8.5,7,6,10,,51000641
7.8,9.25,7.25,7.75,,,,9.8,9,51000643
8.4,5.5,,,5.25,7.25,8.25,5.6,,51000642
,4.5,6,6.75,,,,,,51000644
6.8,8,4.75,7.25,,,,6.8,9.25,51000645
9.2,7,,,6.5,7.75,9,8.6,,51000646
5.8,8.75,6.75,8.25,,,,5.2,9,51000648
5.6,7.25,6,7.75,,,,5.6,9.25,51000647
7,8.75,7.75,8.75,,,,7.6,9.25,51000649
8.6,9,,,6.25,8.25,8.75,8.8,,51000650
5.6,8.25,6.75,7.5,,,,7.4,9.5,51000651
8.2,9.25,6.5,8,,,,9.4,8.75,51000652
4.6,6.75,5.75,8.5,,,,5.2,9.25,51000653
7,9,7,8.5,,,,9.8,8.25,51000654
5.2,8.5,9,9,,,,7.2,8.25,51000655
6,7,6,7.75,,,,8,8.25,51000656
8.2,9.25,6.25,9,,,,9.6,9.5,51000657
6,7.25,8.75,7.5,,,,5.4,8.75,51000658
6.4,8.75,9.25,8.5,,,,7,9.75,51000659
5.8,8,3.75,6,,,,7.2,7.5,51000660
7.6,8.75,5.25,7.75,,,,8.8,7.25,51000661
8.2,,,,,8.25,9.5,,,51000662
8.6,7.5,,,6,8.25,8.25,7.4,,51000663
8.8,6.75,,,7.25,7.25,7.25,9.6,,51000664
9,6.5,,,8.5,8,6.75,9,,51000665
8,8.25,7,8.5,,,,9,9.5,51000666
5.2,8.25,7,8,,,,5,9.25,51000667
8.6,7.75,,,8,6,6.25,9.2,,51000670
7.8,8.75,6.25,8,,,,9.4,8.75,51000668
7.6,5.75,6.75,8.5,,,,8.8,9,51000669
8.2,6.25,,,5.75,7.75,8.5,5.2,,51000671
7.6,7.75,,,7.5,5.75,7.25,8.8,,51000673
,6.75,3,7,,,,,,51000672
8.8,8.25,,,6.25,7.5,7,9.6,,51000674
8.8,7.5,,,7.75,7,5,8.8,,51000676
7.8,,,,7.5,7.25,7.75,,,51000677
7.2,5.25,,,7.25,6.5,5.75,7.8,,51000675
6,5.25,,,4.25,6.75,5.75,8.6,,51000679
7.8,7,,,6.75,5.5,4,7.8,,51000680
,6,4.5,8,,,,,,51000681
5,7.75,2.5,5.75,,,,6.2,6.25,51000637
7.8,,,,,7,9.5,,,51000682
7,8,7.75,6.75,,,,5.8,7.75,51000683
7,7.5,,,5.25,5.75,4,4.8,,51000684
9,6.25,,,4.75,8,7.75,9,,51000685
3.8,4.75,7.5,4.75,,,,,,51000687
9.4,6.25,,,8.5,5.25,5.75,10,,51000686
7,7,8,8.25,,,,6.4,9.5,51000688
8.2,8,7.25,7.5,,,,9,9.5,51000689
7.2,8.5,6,8,,,,6.4,9,51000690
8.4,8.5,,,8.75,6,7.25,9,,51000691
5.8,7.5,5,7.25,,,,4.4,8.5,51000692
8.2,8.25,,,6.5,8.5,9.75,,,51000693
9.2,9.25,5.75,8.5,,,,9.2,9.25,51000694
7.8,8.25,,,7.25,5.5,7.25,9.2,,51000695
5.6,7.5,5,7.75,,,,2.8,9.25,51000696
,4.75,2.75,6.75,,,,,,51000697
8.2,7.75,,,8,8.25,6.25,7.6,,51000698
8.8,8,,,8.25,7.25,7,9.6,,51000699
8,7.25,,,8,6.25,6.25,8.6,,51000700
,4.5,3.75,4.5,,,,,,51000701
,5.33,3.5,7.25,,,,,,51000702
8,9.25,,,6.25,5,6.25,9.8,,51000703
8,7.25,,,7.25,8.75,8.25,7.8,,51000704
5.8,8.75,9,9,,,,5.8,10,51000705
9.2,7,,,8.25,8,6.5,9.2,,51000706
9.2,6.5,,,8.75,5,7.75,9.4,,51000707
8.4,6.5,,,5.25,6.5,7.5,,,51000708
4.4,5.75,4.25,7.75,,,,2.6,9,51000709
4.2,6.42,5.75,7,,,,2.8,8.25,51000710
6.8,,,,,5.75,6.5,,,51000712
5.2,6.5,4.5,7.5,,,,,,51000713
8.4,5.75,,,8.75,6.5,5.25,9.2,,51000714
4.2,7.5,5.5,8,,,,5.2,10,51000716
7.2,6.75,,,7.25,6.75,7.25,9.2,,51000715
8.6,8.25,,,7.5,6.5,7,9,,51000717
5,7,8,8,,,,7.6,9.75,51000719
6.6,6.25,8,,,,,,,51000718
8.8,8,,,7,7.5,7.25,7,,51000720
4.4,6.5,4.5,6.25,,,,4.6,7.75,51000678
8.2,8.5,,,8,6.25,7,9.4,,51000721
,7,7.75,8,,,,,,51000722
6.6,6.25,8,,,,,,,51000723
8.4,7,,,8,4.5,5.5,8.6,,51000724
6.6,7.25,6.75,7.5,,,,5.8,9.25,51000725
8.6,7.75,,,5.25,7.25,8.5,8,,51000726
7.8,6.75,,,7.5,5.25,4.75,8.2,,51000728
8.2,7.25,,,7,8,7.5,9,,51000730
6.4,7.75,8.75,8.25,,,,7.4,9.5,51000729
5.6,7.5,5,5.25,,,,4.6,8.25,51000727
8.8,8,,,6.5,7,6.75,8.4,,51000731
8.6,8,,,6.75,9,5.75,9.6,,51000732
6.2,5.5,5.5,,,,,,,51000733
8.8,5,,,8.25,8,6.75,6.2,,51000734
5.6,6.75,4.5,5.5,,,,4.2,8,51000735
8.6,8,,,8.25,8.75,7.25,9,,51000736
6.2,7.5,6.5,7.25,,,,5.4,8.25,51000738
7.8,6.5,,,8,8.25,8.25,7.6,,51000739
8,7.75,,,6.75,9,6,6.8,,51000737
,5.5,3.75,6.75,,,,,,51000740
8.6,6.5,,,7.5,8.25,8.5,8,,51000741
7.6,6.5,8.25,,,,,,,51000742
8.2,6.25,,,7.75,6.25,5,8.8,,51000743
7.4,7.5,,,4.5,5,4.75,4.6,,51000744
8.6,6.75,,,5.75,7.5,8.5,8.2,,51000745
8.4,7.5,,,8.25,6,6.75,9.6,,51000747
7.8,8,,,6.75,8.75,6.5,8.4,,51000746
,6.5,7.5,8.5,,,,,,51000748
8.8,7,,,6,7.25,9.25,6.2,,51000749
,8.25,9,8,,,,,,51000750
,3.5,2,3.5,,,,,,51000751
7.4,7.75,,,7.75,7,5.5,,,51000752
,2.5,4.5,6.25,,,,,,51000753
8.6,8,,,7.75,4,6.75,8.6,,51000755
7.6,9,6.75,8,,,,9.8,8,51000756
7,6.75,,,5.75,7.25,4,5.2,,51000754
,6.25,7,7.5,,,,,,51000757
7.8,6.5,,,4.25,8.5,8.5,8.6,,51000758
6.6,8,9.5,9.25,,,,8.6,9.25,51000759
6,5.75,4.75,,,,,,,51000760
7.6,8.5,2.5,7.25,,,,8.8,7.75,51000761
8.8,6.25,,,8,5.75,6,9,,51000763
9.2,6.75,,,9.25,8.75,7.75,8.4,,51000764
6,7.5,,,4,4.25,5,8,,51000762
6.4,5,4,,,,,,,51000765
4.8,8.5,7.75,8.75,,,,7.8,8.25,51000766
8.6,8.25,,,8.5,8.25,7.25,8.8,,51000767
9.2,8.25,,,9,9.75,7,9,,51000768
7,6.25,8.25,7.75,,,,5.4,9,51000769
8,6.5,8,,,,,,,51000770
7.6,,,,,7.75,8.5,,,51000771
8,9,,,7.5,6.25,5.25,9.4,,51000773
5.6,7.75,4,5.75,,,,6,7.75,51000772
7.6,9,7,8.75,,,,9.6,9.75,51000774
8.4,7,,,7.75,5.75,6.75,9.6,,51000775
7.8,8,5,6.25,,,,8.4,8.5,51000776
3.8,7.25,4.75,6,,,,2.4,7.25,51000777
4.8,6.75,3,7,,,,3.2,8.25,51000778
3.6,6.5,5,5,,,,2.8,8,51000779
6,,,,6.5,5,,,,51000780
,6,5.75,6.5,,,,,,51000781
,8,8.75,8.75,,,,,,51000782
5.6,7.25,2.5,6,,,,3.6,6,51000783
4.8,6.75,3.5,7.25,,,,2.8,8.5,51000784
8.4,7.75,,,7.25,8,8.25,8.6,,51000786
8,7.5,5.75,7.75,,,,10,8.5,51000785
7.6,7,,,7,6.5,5.25,7.2,,51000787
,6.25,6.5,7.25,,,,,,51000788
7,8.5,8,9,,,,5.4,9.25,51000789
7.6,7.5,6.75,7.25,,,,8.2,9.5,51000790
7.6,,,,6,4,,,,51000791
8.2,6,,,4.25,3.75,5.25,9.2,,51000793
,6.25,8,8.5,,,,,,51000794
,7.25,7.75,8.75,,,,,,51000796
9,6.75,,,7.5,8,5.75,6.6,,51000795
7.4,8,8.75,8.5,,,,9.4,9.5,51000797
6.4,7,7.25,7.25,,,,6.8,8.75,51000798
5,5.75,3.5,,,,,,,51000799
7.2,7.25,9.25,9.25,,,,7,9.5,51000800
9.2,8,,,8.75,7.75,7.75,9.6,,51000801
8.4,7,,,7.75,5.25,6.75,8.8,,51000803
2.8,6.5,3.25,,,,,,,51000802
8,7.25,8.75,,,,,,,51000804
6.2,5.75,4.5,,,,,,,51000805
8.6,8.5,9.25,,,,,,,51000806
,6.25,9,8,,,,,,51000807
7.2,8.5,6.25,8.25,,,,5,9,51000808
5.4,7,5,7.25,,,,,,51000809
,6.25,7.25,8.5,,,,,,51000810
8.2,7.75,,,5.5,5,6.25,8.4,,51000811
9.4,6.25,,,8,10,9.75,9.2,,51000812
5.2,6,4.5,6.5,,,,3.4,7.25,51000813
8.2,8,,,6.75,8.5,8.75,7.6,,51000814
9.4,6.5,,,7,8.25,6.5,8,,51000815
8.6,6.25,,,7.75,8,8.25,9,,51000816
8.4,7.75,,,8.25,8.5,6,6.8,,51000817
6.8,,,,4.75,4.25,,,,51000818
4.8,5.75,6,6,,,,3.8,9.25,51000819
7.6,6.25,,,7.75,3.5,5.25,9,,51000820
8.6,7,,,8.5,4,5.25,9.4,,51000821
5.6,5.92,4.75,,,,,,,51000822
,7.75,6.25,7.5,,,,,,51000823
6.6,7,5.5,7.25,,,,3.2,8.5,51000824
,5,4,3.25,,,,,,51000826
9.2,8.25,,,7.75,9.5,9.25,8.6,,51000825
,5,5,5,,,,,,51000827
,5.25,6.75,9.5,,,,,,51000828
8.4,8.25,,,6.75,6.75,7.25,10,,51000829
8.6,6.75,,,5.25,8.5,8.75,9.4,,51000831
7,6.5,,,5.5,4.75,6.5,6.4,,51000830
7.4,7.5,,,7.25,8,7.75,8.2,,51000833
8.6,7.75,,,6,8.25,9.75,9,,51000834
9,7,,,9.25,7.25,5,9.4,,51000832
9.4,8.25,,,6.75,9,9.75,,,51000835
6,8.25,5.75,6.25,,,,3.8,8.5,51000836
7.6,8.5,6.5,9.75,,,,9,9,51000837
8.6,8,,,9,9,8,9.8,,51000838
7.8,5.75,,,8.75,6.25,5,10,,51000839
8.8,6.5,,,7.5,7.5,5.25,9.4,,51000840
,6,4,6.5,,,,,,51000841
4.2,7,7.5,8.5,,,,6.4,9.25,51000845
7.4,9,6.75,8,,,,6.8,10,51000842
7.6,9.25,8.25,8.25,,,,8.4,8.75,51000843
6.2,7.5,,,,,,8.8,,51000844
6.6,8.25,4.75,7.25,,,,8.8,7,51000846
,5.75,6,6.75,,,,,,51000847
8.6,7.5,,,7.75,8.25,7.5,9.4,,51000848
6,6,3.75,5.5,,,,,,51000849
7.4,6.25,8.25,,,,,,,51000850
6.4,,,,5.5,3.75,,,,51000851
7.8,6.25,,,7.5,5.75,5.75,9.2,,51000853
,6,5.25,7.75,,,,,,51000852
6.4,7.75,9.25,9,,,,6.6,8.5,51000854
6.2,5.25,7.25,8,,,,4.2,9.75,51000855
8.2,8,5.75,7.5,,,,9.4,9.25,51000856
9.2,5.25,,,8.75,6.25,6.5,9.8,,51000858
9.2,7,,,8,6.25,6.5,9.8,,51000857
5.6,7,6.5,7.75,,,,6.6,8.5,51000859
8.8,7.25,,,7.75,5,5.25,9.4,,51000860
9.2,7,,,8.25,6.5,4.25,9,,51000861
,3.75,1.75,6.5,,,,,,51000862
9.2,7.5,,,8.5,6.25,5.75,9.2,,51000863
8,6.5,8.5,,,,,,,51000865
6.2,7.5,5.5,,,,,,,51000864
6.8,6.25,7.25,,,,,,,51000866
8.2,6.5,,,7.25,4.5,4.75,7,,51000867
7.8,7,7.25,7.5,,,,4.2,8,51000869
9,6.5,,,8.75,6.75,7.25,10,,51000868
7.8,8.5,,,8,8,8.25,8.6,,51000870
7.6,7,,,8,4.5,5.75,9,,51000872
9,6.75,,,7.75,4.25,5,9.4,,51000871
9,5.75,,,7.75,5.25,4.5,8.4,,51000873
7.4,7.75,8,,,,,,,51000874
6.8,7.25,5.75,8,,,,5.6,9,51000875
8.4,9.5,4.5,7.5,,,,9.2,8,51000876
8,8.75,7.25,8.5,,,,9,9.5,51000877
8,8.75,7.25,8,,,,9.2,8.5,51000879
6.8,5.5,,,6.75,4.25,5,9.6,,51000880
9.2,7,,,8.25,5.5,5.25,9.6,,51000881
8,8.25,7.25,6.75,,,,8.2,8.75,51000882
8.4,6,,,6,7.5,8,8.2,,51000883
5.4,8,9.25,9,,,,9.6,9.25,51000884
7.6,7,,,8.75,7.25,6.25,9.6,,51000885
7.6,6.5,,,5.25,7.5,9.25,8.6,,51000886
4.4,5.25,3.75,5.25,,,,3,8,51000887
8.2,7.75,6.75,8.5,,,,8.8,10,51000888
,5.25,1.75,5.25,,,,,,51000889
8,9,,,5,6,6,5.6,,51000890
7.8,8.5,5.75,7.25,,,,9.2,8.5,51000891
8.4,6.25,,,5.75,4,6.75,9.4,,51000892
6.2,7.5,6.5,,,,,,,51000893
8.4,6.25,,,8,5,5.75,9.6,,51000894
8.8,6.75,,,6.75,9,9.5,9,,51000895
7.2,7,7.75,,,,,,,51000896
8.4,9,8,7.5,,,,9.8,8.5,51000897
,6.25,7,7.25,,,,,,51000898
4.2,5.67,6.75,8,,,,4.2,9.25,51000900
8.4,7.25,,,7.75,4,5.25,5.8,,51000899
,9.25,8,9,,,,,,51000901
7.8,8,7,8.25,,,,5.6,9.75,51000902
8.2,9,7.5,7.25,,,,9.8,8.5,51000903
6.6,5.5,,,6.25,5.75,4.25,3.4,,51000904
7,7.5,9.75,9.25,,,,8,9.5,51000905
7.6,8.75,6,7,,,,9.2,8,51000907
,7.75,8,8.75,,,,,,51000906
8.8,8.75,4.75,8.75,,,,9.4,8,51000908
9,8.25,,,7.75,8,7,9,,51000909
8.2,7.5,,,8,8.25,6,7.2,,51000910
7.8,9.25,7,8.5,,,,9.6,8,51000911
5.6,6.75,6.5,7.5,,,,4.6,8.5,51000912
8.8,8.25,,,8.25,6,7,9.4,,51000913
,6.25,7,6.25,,,,,,51000914
8,6.5,8.75,,,,,,,51000915
,5.25,6,7,,,,,,51000916
4,,,,2.75,4,,,,51000917
7.6,7.5,,,4.5,8,7.25,7.8,,51000920
6.4,8.5,4.75,6.25,,,,9.6,6.5,51000918
7,6.25,,,4.75,8.25,6.75,7,,51000921
7.8,7,,,4.75,8.25,7.5,9.8,,51000919
8.2,9,6,7.5,,,,9,8.25,51000922
5.6,7,4.5,8.25,,,,5.2,9.75,51000923
,9,9.75,9,,,,,,51000924
4.6,8.25,6,7.75,,,,5.2,9.5,51000925
5.6,6.25,,,,,,8.8,,51000926
4.6,6.5,3.75,6.5,,,,5.4,8.75,51000928
8.2,9,8,8.5,,,,9.8,9.5,51000929
8.4,8.75,5.5,7.75,,,,9.8,9,51000927
8.4,8.25,7,8,,,,8.8,9.25,51000930
7.6,7.5,,,7,7.75,5,6.8,,51000931
8.4,7.5,,,9.5,6.75,7.5,9.4,,51000932
7.8,6.75,,,6.75,5.5,7,9.6,,51000933
7,5.17,7.25,,,,,,,51000934
8.6,8.5,,,7.25,6.5,8,10,,51000935
9,8.75,9.75,7,,,,5,8.5,51000936
8,8,7.75,9,,,,7.8,10,51000937
,5.75,4.25,7,,,,,,51000939
6.8,,,,6,6,,,,51000938
4.6,6,3.75,,,,,,,51000940
9.4,6.75,,,6,9,8,9.4,,51000941
7.4,6.92,,,,,,8,,51000942
,7,4.25,6.75,,,,,,51000944
,5,4.75,7.5,,,,,,51000943
,6.25,9.25,8.25,,,,,,51000945
8.2,8,9.5,8.25,,,,9.8,9,51000946
8.8,6.5,,,6.75,7.5,8,8.8,,51000948
5.4,7.5,5.75,8,,,,5,9.5,51000947
8.6,6.75,,,7.5,7.25,7.75,9.8,,51000949
7.2,8.75,8.75,9,,,,7.2,8,51000950
8.6,8.5,6,7.5,,,,5.6,8.75,51000951
7.8,,,,7,6.75,,,,51000952
7.6,8.5,,,6.75,7.5,6.75,6,,51000953
7,7,6.75,7.5,,,,8.2,9.25,51000956
9,8,,,9,9,7.5,8.2,,51000955
6.2,8,5,7.25,,,,8.8,9.25,51000954
8.4,8,,,7,8,6.25,7.6,,51000957
7.6,7.75,,,6.25,7.25,7.5,8.4,,51000958
9,6.5,,,8,7.25,6.75,9.6,,51000959
8.6,6.75,,,7.75,8.5,6,9,,51000961
8.8,8.5,7.25,8.75,,,,9.2,9.25,51000960
6.4,7,8,8.75,,,,3.4,10,51000963
7.4,8.75,8.75,8.75,,,,8.8,9.25,51000962
6.6,8.25,7.5,7,,,,4.2,9.5,51000965
6.2,,,,,7,7.5,,,51000966
8.4,6.25,,,7.75,8.75,8.75,8.4,,51000967
8.2,8.5,5.75,7.5,,,,9.2,9.25,51000968
8,7.75,,,6.75,8,6.25,7.6,,51000969
,8,8.25,8.25,,,,,,51000970
5.8,6,5,7,,,,4,8.75,51000973
,5.75,7.5,7.5,,,,,,51000972
4.8,5.25,5,5.75,,,,5,7,51000975
7.4,9,7.25,9,,,,9.6,9,51000971
7.4,5.75,4.25,,,,,,,51000974
,8,9.25,9,,,,,,51000977
,6.5,3,5.25,,,,,,51000976
5.6,6,6.5,7,,,,6.8,7.25,51000979
6.6,,,,,6.25,6.25,,,51000978
5.4,5,2.25,5,,,,2.8,3.5,51000982
8.2,8.25,,,6.25,8.75,8.25,9,,51000980
8.4,8,,,8.25,8,9.25,7.6,,51000983
7,8.25,8,8.75,,,,7.8,10,51000984
9.2,8,,,8.75,6.25,6.75,8.8,,51000985
9,9,7.25,8.75,,,,9.6,8.25,51000986
6.2,8.5,8.5,9,,,,8,9,51000987
8.2,8.25,4.75,7.5,,,,9,9.25,51000989
7.8,7.25,,,8.5,6.75,6,8.8,,51000988
7.6,8.5,5.75,7,,,,9.6,8.25,51000990
8,9,5.5,8.5,,,,9,9.5,51000991
9,8.75,,,9,6,6,10,,51000992
8.6,6.75,,,8.75,7.75,4.75,8.8,,51000993
8,9,4.5,7.25,,,,9.2,9,51000994
9.4,6,,,6.25,5.25,6.5,,,51000995
6.8,6.75,8.25,8,,,,6.2,10,51000996
8.8,8.25,4.5,8.75,,,,9.6,8.25,51000998
7.2,9,5.25,7.5,,,,9.6,9,51000997
9.4,9,8,8,,,,9.4,9.25,51000999
8.8,7.5,,,8,6,6.75,9.4,,51001000
8.4,3.5,,,8.75,5,,8.8,,51001001
8.8,9,6.25,8.25,,,,9.2,8.75,51001002
8.2,8.5,,,8,7.25,7.25,8,,51001004
8.4,9,,,8.5,8.25,8.75,9.4,,51001003
8.6,7.25,,,6,8,8.5,7.2,,51001006
4.8,6.5,6,6.25,,,,3.6,7.25,51001005
8.2,7.5,,,6.5,8.25,7.75,8.6,,51001007
6.2,7,6.75,6.75,,,,6.2,8.75,51001008
8.8,7.25,,,7.5,6.5,6.75,10,,51001009
6.4,9,5.75,6.75,,,,8.6,7.5,51001010
8.8,9,7,8.75,,,,9.2,9.5,51001011
4.2,6.75,4.5,5.75,,,,3.8,7.75,51001012
8.4,8.75,5,7.25,,,,9.2,8,51001013
8.8,9.5,5.25,7.75,,,,9.4,9.5,51001016
6.8,7.5,4.75,8.5,,,,9,8,51001014
8.8,7.5,,,7,8.75,8.75,7.4,,51001015
7.2,7.25,5,7.25,,,,9,7.25,51001017
,6,8.5,8.5,,,,,,51001018
8,8.25,,,7.5,6.75,6.25,9.4,,51001019
6.2,5,4.5,7.25,,,,5,8.75,51001022
6,5.75,5.5,,,,,,,51001023
7.8,7,,,7.25,7.5,7.5,9.6,,51001020
9,6.75,,,7.75,9.25,9.25,9.6,,51001021
,5.25,5.75,6.75,,,,,,51001024
9,7.25,6.75,7.75,,,,9.8,8.75,51001025
,8.25,8.75,8.75,,,,,,51001026
8.8,6.25,,,8.5,7.25,6.75,8.6,,51001027
8.4,7,,,8.75,5.75,7.5,9,,51001028
,4,4.75,6.5,,,,,,51001031
8.6,6.25,,,8.5,4.5,5.75,9.4,,51001030
8.2,5.75,,,8,5.75,6.75,9.4,,51001032
,5.75,5.5,6.25,,,,,,51001033
8.6,5.75,,,8.5,8.25,4.5,3.8,,51001029
,8.5,9.75,9.75,,,,,,51001034
4.6,4.25,7,7,,,,5.8,8.25,51001035
3.8,7.5,3.5,5.5,,,,3.8,,51001036
6.4,8.25,5.25,7.75,,,,5.4,9,51001037
8.2,7.5,,,8.25,7.75,5,9.4,,51001039
6,7.5,4.25,5.75,,,,5.6,9.5,51001038
