Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,sbd
8.4,8,,,7.25,6.75,4.75,3.8,,51002853
4,8.25,6.25,7.25,,,,2.8,8,51002854
4,7.75,4.5,7.25,,,,4,9,51002855
7.8,8.75,8,8.75,,,,8.4,9.25,51002857
3.8,6.25,3.5,7,,,,4.4,7.5,51002856
5.2,9,5,7,,,,3.8,9,51002858
6.6,4.25,,,5,6.75,7.25,6.8,,51002859
7,7.75,3.5,7.5,,,,5.4,8.75,51002860
7.8,8.75,7.25,8.5,,,,8.2,10,51002861
6.4,7.75,7.25,6.75,,,,6.4,8,51002863
6.6,8.5,6.75,9,,,,8.8,9.25,51002862
6.6,8.5,5.5,7.25,,,,6.6,8.5,51002865
7.6,8.5,5,7.75,,,,6.8,9.25,51002864
7.4,8.75,8.5,9,,,,7.2,9.5,51002866
2.6,4.75,3.25,5.75,,,,3,7,51002867
6.8,9,,,6.25,6.25,4,4.8,,51002868
8,8.5,,,7.25,7.75,5.5,8,,51002869
7.2,6,,,5.5,6.75,6,6.2,,51002871
6.6,6.5,,,5.5,6.5,6.25,4.2,,51002870
5.8,6.75,4,6.5,,,,5,9,51002873
7.2,7.5,5,8,,,,5.8,9.25,51002874
6.4,5.5,4.75,7.5,,,,5.2,7.75,51002876
7.2,7,8.25,8.75,,,,6.2,9.5,51002872
5.4,8.17,5.75,8,,,,4.8,8.5,51002875
3,3.75,2,4.25,,,,2.6,6.75,51002877
5.6,7.25,5.75,7,,,,,,51002880
8,5.75,8,,,,,,,51002878
4.2,7.5,,,4.25,5,4,8.2,,51002879
7.6,7.25,,,6.25,6.75,4.75,7,,51002881
6.6,7.5,4.75,7.75,,,,7.4,8.5,51002882
6.2,6,5.75,7.75,,,,6.8,9.5,51002883
5,5.75,4,6.5,,,,7.4,7.5,51002884
7.2,8,,,5.75,6.5,7,7.8,,51002885
6.2,4.25,3.5,7.5,,,,4.6,8.25,51002886
4,6.5,3.5,6.75,,,,6.4,8.25,51002888
7.4,7.75,8.5,8,,,,7.8,9,51002887
6.6,8,4.5,8.75,,,,5.2,9.5,51002890
6,7,4.25,7.75,,,,5.8,8.75,51002889
4,7.5,3,6.25,,,,6.4,7.75,51002891
7.8,6.67,,,7.25,9,6.25,7.4,,51002892
8.2,7.5,,,6.5,8,7,8,,51002893
4.6,5.5,5.5,6,,,,,,51002894
6.8,5.25,2.5,7.25,,,,5,7.25,51002897
5.4,7.75,3.75,7.5,,,,3.4,9.5,51002896
7.2,5.75,5.25,7,,,,5.4,8.25,51002895
6.2,6.25,5.25,8.75,,,,7.4,9.25,51002898
6.8,6.25,7,8.25,,,,8.6,8.25,51002899
6.6,7.5,8.25,8.75,,,,5.4,10,51002900
7.2,6.75,,,7,6.5,6,8,,51002901
6.2,5.75,,,6.5,5,5.75,6.2,,51002902
5.6,4.5,2.5,6,,,,4.6,8,51002905
6.2,6.5,5.75,7.75,,,,6.6,9,51002903
6.6,6.5,,,7,4.75,7.25,9.2,,51002904
4.6,5.25,3.25,5,,,,5.8,6.5,51002906
6.8,5.25,3.75,6.5,,,,4.2,7.25,51002908
4.8,5.5,5.25,7.25,,,,5.2,9,51002907
5.6,6,5.25,7.75,,,,5.2,8.25,51002909
9,6.75,,,7.75,8,6.75,3.8,,51002911
7.6,6.25,6.75,8,,,,6,9.5,51002910
8,5.75,,,7.5,5.75,7,5.6,,51002912
7.8,7.75,6.75,8.25,,,,5.6,9,51002913
6,5.75,5.5,8.25,,,,3.4,9.75,51002914
7,6.25,6.25,7.75,,,,6,8,51002915
7.6,7.75,6.25,7.5,,,,9.2,8.75,51002916
8.2,7.75,,,6.5,7,8.75,7.4,,51002917
6.2,5.5,4.75,8,,,,6.4,9.25,51002919
7.4,7,,,7.25,8.75,5.5,5.6,,51002920
5.4,8,5,7.75,,,,5.8,8.5,51002922
7.2,8.25,8.25,8.5,,,,8,9.5,51002918
6,7,3.5,7.75,,,,4,9.5,51002924
6.6,7.5,3,6.25,,,,6.4,7.5,51002921
5.2,7.75,5.75,6.5,,,,4.6,8.5,51002923
5,4.25,4,5.75,,,,3,7.5,51002925
3.2,5,2.5,5,,,,3.8,7.5,51002926
6.2,4.25,5.25,8,,,,6.6,10,51002927
7.6,6.75,,,6.75,7.5,5.75,9.2,,51002929
8.4,,,,7.25,7.5,5.5,,,51002930
7.2,6.75,5.25,7,,,,6.6,9.25,51002928
7.6,,,,,7.75,9,,,51002932
7.8,,,,7,7.5,,,,51002933
3.4,3.25,5.5,6,,,,,,51002931
,6,3.75,6.75,,,,,,51002934
7.4,6.75,,,7.25,7.5,4.75,6.6,,51002936
7.2,6,,,,,,5.4,,51002935
6.8,7,,,6.25,5.25,5.75,5.8,,51002937
6.8,6.75,5.5,7.25,,,,6,8.5,51002938
4,5,3.75,6.75,,,,3.8,7.75,51002939
4.8,7.25,3.5,5.5,,,,,,51002940
8,7.25,,,6.25,5.5,5.75,8.8,,51002941
7.4,6.75,6,8.25,,,,6.2,9,51002942
6,5.75,3.75,8,,,,4.6,9.75,51002943
5.2,4.5,7.75,8.25,,,,4.2,9.5,51002944
5.4,5.5,7.75,8.5,,,,5.4,9.25,51002946
5.8,8,7,7.5,,,,6.8,9.75,51002945
5.8,6.25,5.5,7,,,,7.4,9.5,51002948
6.2,6.25,3.5,7,,,,3.2,9,51002947
7.2,7.25,,,7.25,7,5,6.6,,51002949
4.8,5.5,2.75,6.75,,,,4.4,7.5,51002951
4,5.75,3,7.25,,,,4.8,9.25,51002952
6,8.75,6.75,9.5,,,,4.4,9.75,51002950
5.2,4.25,3.5,4.75,,,,5.2,7.5,51002953
6,6.5,3.5,8.5,,,,5.4,8.5,51002954
4.8,6,5.5,6.75,,,,3.8,9.25,51002956
7.2,5.75,5,7,,,,7,8.75,51002955
7.2,7.25,,,4.75,8.25,8,8.6,,51002957
7,7,6.5,7.75,,,,5,8.75,51002958
8,7.25,,,6.5,7,5.5,5.4,,51002959
4.8,5,4.75,5.5,,,,,,51002961
8.2,6.75,,,7.75,6.75,5.5,5,,51002960
,6.25,5.25,8.25,,,,,,51002962
9,7.5,,,7.5,7,5.75,9.2,,51002964
7.2,6.25,8,8,,,,4.8,9.75,51002963
8.2,8.75,,,6.75,5.25,7,8.4,,51002965
5.2,6,3,5.75,,,,5.2,9,51002966
5.6,7.25,4.25,8.5,,,,5.4,9,51002967
6.4,7,7.75,7.25,,,,,,51002968
4.6,5.25,,,3.75,2,3,,,51002969
,5.67,3.75,5.5,,,,,,51002970
6.4,6.75,4.25,8.25,,,,4.8,8.75,51002971
5.8,6.5,3.5,5.75,,,,,,51002972
7.8,7.75,,,8.75,7.5,7,9,,51002973
5.6,5.25,4.5,7.5,,,,3.6,9,51002974
7.4,8,8,8.5,,,,6,8.75,51002975
4.8,5,3,6.5,,,,4.4,7.25,51002976
7.2,4.25,5.5,7.75,,,,7.6,9.75,51002978
3.6,5,6,6.5,,,,3.2,8.75,51002977
3.8,2.75,3.5,7.25,,,,2.6,8.5,51002979
6.8,5,6.25,7.5,,,,7,9.5,51002980
8,8,7.5,9.5,,,,6.6,8.75,51002981
7.8,6.25,,,8,8,5.25,7,,51002982
5.8,6,5.75,7,,,,5,9,51002983
8,6,,,5,6.5,6.75,5.6,,51002984
5.6,7.75,5.5,7.5,,,,4.6,8.75,51002985
5.8,5.5,4.75,6,,,,5.4,7.75,51002987
7.6,6.5,4.75,7.25,,,,6,8.5,51002986
2.6,4.5,1.5,6.25,,,,2,7,51002989
8.4,6,,,8,7.25,4.5,7.8,,51002988
,7,8.75,8.75,,,,,,51002990
7.2,6,6,8,,,,6.4,9.75,51002991
6.2,7.25,,,5,6.75,7,6.8,,51002992
5.4,6,5.75,8,,,,5,7.5,51002993
6.4,6.75,6,8.25,,,,5,9.5,51002994
5.6,7.75,4.25,7.5,,,,5.2,9,51002995
6.4,6.5,6.5,8.5,,,,,,51002996
6,4.25,5.25,5.5,,,,,,51002997
7.4,4.25,4,6.75,,,,,,51002998
6.6,7,,,4,4.5,6.75,4.8,,51002999
5.2,6.5,5.25,7.5,,,,6,9.25,51003000
,6.25,4.5,7,,,,,,51003001
5.6,6,3.25,8.5,,,,5,8.75,51003003
5.2,6.5,5.5,7.25,,,,4.2,8.75,51003002
8.4,7,7,8.5,,,,5.8,9.5,51003005
6.8,7,6.75,8,,,,4.8,9.75,51003004
6,7,6.25,8.25,,,,6.8,9.5,51003006
6.8,6.75,6.25,8.5,,,,6.2,9.25,51003008
7.8,5.83,,,7.5,7.25,6.25,7.6,,51003007
7,8,5.5,7.5,,,,6.4,9.75,51003009
7,6.75,6.75,8.25,,,,7,9.75,51003010
5.8,5.75,5.5,7.25,,,,4.8,9.75,51003011
7,5,4.75,7.75,,,,6.2,8.75,51003013
5.2,6,5,8.25,,,,3.6,6.75,51003012
7.2,7.5,,,5.75,3.75,4.25,7.8,,51003014
6,7.25,3.5,7,,,,5.4,8.5,51003015
4,5,3.5,6,,,,4,7.75,51003016
5.2,6.5,6,7.75,,,,8,8.25,51003017
2.6,6.5,3.25,7.5,,,,5.2,9.25,51003018
6.8,7.75,5.25,7.75,,,,5.6,8.25,51003019
6.6,8.75,4.25,6.25,,,,6.4,8.75,51003020
7.2,6.5,,,6.5,5.5,4.75,8.2,,51003021
6.4,8.25,7,8.75,,,,8.2,9,51003022
5.6,6.5,3.75,8,,,,6.2,8.75,51003023
4.8,5.25,3,6.75,,,,4.6,7.75,51003025
6.8,7.75,6.75,9,,,,6.6,9,51003024
5.2,7.75,5.25,8.5,,,,6,8.75,51003026
7.4,7.75,,,6,8.25,4.75,3.4,,51003027
7.6,8,,,4.5,7,6.5,6,,51003029
5.6,8.5,4,8.5,,,,8.4,8.25,51003028
5,6.5,3.75,7.25,,,,4,8.5,51003030
5.8,6.5,5.5,6,,,,4.8,9.75,51003031
8.2,7.75,,,6.5,5.75,5.25,7.2,,51003032
3,6,3.5,6.25,,,,4.2,8.75,51003034
8.4,7.25,,,6.5,7.75,6.75,8.4,,51003035
5.6,5.75,5,8.5,,,,2.4,8.5,51003033
6.6,6.75,6.25,9,,,,6.2,9.75,51003036
,5.5,5.25,8,,,,,,51003037
6.8,7,6.25,8.75,,,,5.8,10,51003039
6,6.75,7,8.5,,,,4,9.25,51003038
6,6.5,5.75,8.75,,,,6.2,9.75,51003040
5.2,7.25,4.75,7.75,,,,5.2,8.5,51003041
6,4.25,4.75,7.75,,,,5.8,7,51003042
5.8,6.5,6.5,8,,,,4.4,9.75,51003043
7.4,7,,,5.75,6,5.75,5,,51003045
8.4,7.5,,,7.5,6.25,6.75,8,,51003044
4.4,3,2.75,7,,,,3.8,8.25,51003046
4.2,3.25,3.25,5.25,,,,4.2,6.75,51003048
4.8,5,4.5,6.75,,,,6,9.75,51003047
8.4,7.5,,,8,6.5,6.25,7,,51003049
8.4,6,,,7.5,7.25,5.5,5.8,,51003050
7.8,8.25,,,7.25,7.75,7,8.4,,51003051
6.2,7.5,,,7,7,4,5,,51003052
6.8,5.75,3,7.5,,,,5.6,6.75,51003053
4.8,7.5,6.75,9,,,,7.4,9.5,51003054
4.4,6.5,3.75,7.5,,,,4.4,8.5,51003056
2.6,3.5,3.25,6,,,,3.6,6.5,51003055
4.4,5,2.5,6.75,,,,4.2,8.75,51003057
7.6,7,,,8.5,8,4.5,6,,51003058
8.6,7.25,,,8.5,8,8.25,8.6,,51003059
7.8,8.5,7,7.5,,,,8,8.25,51003061
7.6,,,,,6.5,8.75,,,51003060
6,7.5,3.75,7,,,,6,9.5,51003063
7,6.75,,,6.25,8.25,7,6.4,,51003062
6.4,5.75,4.75,6.75,,,,6.6,9.5,51003064
8.4,8.25,,,8.25,6.5,6.25,8.4,,51003066
6.2,6.5,3.75,8.25,,,,4.6,9,51003065
7,7.75,5.75,8.5,,,,6,9.5,51003067
6.6,6.75,,,4.75,3.75,5,6.8,,51003068
7.4,7,,,4.75,6,4,4.4,,51003069
5,7,1.75,7.25,,,,3.2,7.75,51003070
7.8,7.25,,,7.75,7.25,4.25,7.8,,51003071
8.8,7.25,,,7.75,8,4.75,8,,51003072
8.2,8.5,,,7.25,8.25,5.75,8.6,,51003073
5.8,6,3.25,7.75,,,,4.8,8,51003074
8.2,,,,,7,6.75,,,51003075
3.6,6.75,3.25,8.5,,,,3.6,8.75,51003076
8.4,8,,,8.25,8.25,7.5,9.4,,51003077
6.6,8.25,,,7.5,6,5.75,5.2,,51003078
7.6,7.5,,,8,8.25,5.75,3.6,,51003079
7.6,6.75,6.25,8.75,,,,7.8,9,51003080
8.4,7,,,7.25,5.5,3.75,9.4,,51003081
5.6,8,4.75,6.75,,,,5.2,9,51003082
4.6,6,5.5,6.5,,,,4.4,9,51003083
4.8,4.5,4.25,5,,,,,,51003084
8.2,6.75,,,8,5.25,7.25,7,,51003086
7.6,6.5,5,,,,,,,51003085
8,7.5,,,7.75,7.5,5.5,8,,51003087
8.8,6.5,,,7.5,5.5,6,9.2,,51003088
8.4,9,,,7,6.5,6.25,9.6,,51003089
5.6,4.75,4.25,7,,,,4.8,8.75,51003090
6.6,5.75,,,4.75,6.75,4.25,5.8,,51003091
5.4,5.75,4,7.5,,,,4.8,9,51003092
7.4,8.25,7.5,7.5,,,,7,9.25,51003093
7.6,7.5,8,8,,,,7.2,9.75,51003094
5.2,7.75,4.5,6,,,,4.8,8.75,51003095
4.6,5.5,3,5,,,,,,51003096
7.2,7.25,,,7.5,6,5.5,7,,51003097
6.2,7.5,5.75,6.75,,,,5,9.5,51003098
6.2,6.75,4.5,8,,,,5.2,9.25,51003099
6.6,7.25,7.25,8,,,,6.4,9.5,51003100
7.2,6.5,5.25,6,,,,5.2,8.75,51003101
6.2,7.75,5,8.75,,,,9,7,51003103
7.2,6.25,7,8.25,,,,3.6,9.75,51003102
4.2,6.5,2,6.75,,,,4.6,9,51003104
7.6,7.25,7.5,8.25,,,,9.2,8.5,51003105
8.4,7,,,6.75,6,7,9.8,,51003106
6.8,4.75,6.75,8,,,,5.8,9,51003107
4.2,5.5,4.25,8,,,,3.4,9.5,51003108
7.2,5.5,5.75,9.25,,,,5.8,9.25,51003109
4.2,5.25,3,6.25,,,,,,51003110
8,7.75,,,7.5,5.75,5.25,9.4,,51003111
7.2,8,4,6.5,,,,6.8,9,51003112
6.2,7.25,3.5,8.75,,,,4.2,8.5,51003113
8.2,7,,,7.5,7.75,7.25,7.2,,51003114
5.6,7.25,5.75,7.25,,,,3.4,8,51003115
8.4,7.5,,,6.75,8.25,5.75,6,,51003117
6,5,3.75,7,,,,4,8.5,51003116
8.6,7.5,,,4.25,7.5,7.75,7.6,,51003118
5.8,6.5,4,6.5,,,,7.6,7.75,51003119
6.8,6.5,,,6,7.75,6.25,6.4,,51003120
8.2,7.5,6.5,7.75,,,,8.8,8.75,51003122
6.4,6.25,3.25,7,,,,3.6,8.75,51003121
7.8,8,,,8.25,6.75,5,9.2,,51003123
3.8,5.25,3.25,5,,,,3.6,8,51003124
7.8,8,,,7.5,7.5,6.75,9.2,,51003125
5.6,5.5,,,7,3.25,6.25,8,,51003126
7,6.25,7,8.5,,,,4.8,9.25,51003127
6.2,7.25,3.25,6.25,,,,6,7,51003128
8,6.75,,,6.5,6.5,4.5,7.8,,51003129
5.2,6.5,4.5,8.25,,,,7.4,8.5,51003130
4.4,5.75,3.25,6.5,,,,5.2,8.5,51003131
5.2,6.75,3,5.25,,,,4.4,7.75,51003132
5.2,7.25,6,9,,,,5.8,9.25,51003133
8.4,7.25,6.5,8.25,,,,6,9.25,51003135
4.4,2.75,2.75,4.75,,,,4.2,5.25,51003134
4.8,4.5,4.25,6.75,,,,6,9,51003136
7.6,8,5.25,7.5,,,,6.6,9.25,51003138
5.8,7,3.75,7,,,,4.6,9,51003137
7.4,7.5,7.75,8.25,,,,5.6,9,51003139
8,8,7.5,8.25,,,,9,9,51003140
6.6,7.5,7.25,9,,,,8.2,9.75,51003141
4.4,6,2.75,6.5,,,,3.8,9,51003142
6.4,7.5,4.5,8.5,,,,7.6,7.75,51003143
5.6,6.75,6.25,7.5,,,,4.8,8.75,51003144
9,5.5,,,7.5,6.5,7.25,6,,51003145
4.2,6,5.5,6.25,,,,3.8,8.5,51003146
6.8,7.5,4.25,7.5,,,,4.8,9,51003147
8.4,5.5,,,7.25,5.25,5,4.2,,51003148
5.6,6.75,3.5,6,,,,6,8.5,51003149
7.2,5.5,4.25,8.75,,,,4.8,9.75,51003151
6.6,5.75,4.75,7.25,,,,7,9,51003150
7.4,6.75,,,5.75,4.75,5.5,8.2,,51003152
5,4.75,5.75,7.25,,,,5.6,8.75,51003153
8.6,6.75,,,,,,9.2,,51003156
7.4,7.25,4.75,7.5,,,,8.6,8.75,51003154
6.6,,,,,7,6.5,,,51003155
6.4,7.25,,,6.25,7.75,5.5,5.6,,51003157
5.2,3,3.5,6,,,,,,51003159
3.8,6.25,3.25,6.5,,,,2.8,8.75,51003158
6.6,7.75,5,8,,,,6.6,9.25,51003160
6.6,5,3.75,6.5,,,,4.6,8,51003161
5.2,5.25,2.25,7,,,,3.6,9,51003162
4,5.25,3.25,6.25,,,,4.8,8,51003164
6,6.75,6,7.25,,,,5.8,9,51003163
7.2,7.5,4.25,6.25,,,,6.4,8,51003165
8,7.75,5.75,7.25,,,,7.2,9.75,51003166
6.8,7,7,7.25,,,,5,9.75,51003167
7.2,6.75,3.75,7.25,,,,4.4,9.5,51003168
6.8,5.25,5.25,7.75,,,,4,9.25,51003169
5.4,6.5,6.25,7.5,,,,4.8,10,51003170
7.4,6.25,,,3.75,6.75,7,6.2,,51003171
7,6.75,7.75,7.25,,,,5.6,9.5,51003172
6,6,4.5,7.75,,,,6,7.5,51003173
7.6,7.25,,,6,7.25,6.5,4.4,,51003174
6.6,6.25,4.75,7.25,,,,6.4,8.25,51003175
5.6,6,5.5,7,,,,5,9.75,51003176
,3.75,3,5.25,,,,,,51003177
7.2,7.5,,,7.75,7.25,7,6.4,,51003178
5.2,5,3.75,,,,,,,51003181
7.6,6,7.5,7,,,,,,51003179
8.8,7,,,6,8,8.75,6.6,,51003180
6.4,5.75,5.5,8,,,,6,9.5,51003183
2.4,3.75,2.75,5.75,,,,,,51003182
7.4,7.25,5.75,7.5,,,,7.8,9.5,51003184
4,6.75,3.5,7.25,,,,7.8,7.75,51003185
5.4,6.75,7.25,7.5,,,,2.6,9,51003186
7.8,6.75,,,7.25,5.25,5.25,8.6,,51003188
7,7.25,,,7.25,5.75,5.75,9,,51003187
7.2,5.25,5.75,7,,,,4.2,7.5,51003189
8.4,,,,,8.5,7.25,,,51003190
6.4,4.25,5,7,,,,5,8.75,51003191
5.2,4.75,2,5.25,,,,4.2,6,51003192
4.2,3.75,2.5,5.75,,,,,,51003193
7,5,5.5,6.75,,,,4.8,8.5,51003194
4.6,4.75,4.75,7.25,,,,7.6,9,51003195
7.6,7.25,,,6.5,6.25,5,8.2,,51003196
7.6,5.5,,,7.75,7.75,7.5,8.6,,51003197
7.6,6.5,4.25,8.75,,,,8.4,7.5,51003198
7.6,7,7.5,8.75,,,,7,10,51003199
6.8,6.25,4.25,7.25,,,,6.2,9.25,51003200
5.6,7.75,6.5,9,,,,8.8,8.5,51003201
8.8,6.75,,,7.75,8,5.25,8,,51003202
7.2,7.25,,,5.25,4.75,3.5,6.4,,51003203
7.8,6.5,,,7.25,6.75,7.25,8.4,,51003204
7.6,6.5,,,5.75,7.75,6.25,6.2,,51003205
7,7.5,,,6,5.25,5.25,7.6,,51003206
5,7,6,8,,,,4.4,8.75,51003207
7.6,7.5,6.25,7.75,,,,7.6,9.25,51003208
7,6,,,5.5,6.25,6.5,5.6,,51003209
2.4,5.5,3.5,7.75,,,,5.6,8,51003210
8.4,6.5,,,7.25,8.25,3.25,8.2,,51003211
8,5.5,,,7.5,6,5.75,7.2,,51003212
6.8,7,3.75,7.5,,,,5.4,8.5,51003213
8.2,7.42,,,6.5,8.5,8.5,9,,51003215
5.2,6.5,3.75,5.75,,,,5.8,8.75,51003214
9.2,7.5,,,9.25,9,7.25,9.6,,51003216
8.4,6,,,7,7.75,4.5,6.8,,51003217
7.6,6.75,8.25,9.25,,,,6.4,9.25,51003218
8.8,7.5,,,7.75,8,8.25,7.2,,51003219
8.2,5.75,,,7,8,7,8,,51003220
8,8.5,,,5,4.5,4.25,8.4,,51003221
5.2,7.75,6.75,7,,,,5.6,9.5,51003223
4,5,6.25,8,,,,,,51003226
4,6.25,4.5,7,,,,5.4,9.5,51003222
8.4,6.25,7.25,8.75,,,,8.2,10,51003224
4.8,8,4.5,6.5,,,,7.2,7,51003227
,6.75,8.5,7.75,,,,,,51003225
7,8,6.75,9,,,,7,9.75,51003228
6.4,5,6.5,9.25,,,,6.4,8.5,51003229
5.6,7.5,5,7.75,,,,4.8,8.5,51003230
8,7.5,,,6.25,4.25,4.5,4.4,,51003231
8.6,7.75,,,8,6.75,7,10,,51003234
7.6,8.5,,,7.25,4.75,6.75,7.4,,51003232
8,5.75,,,8.25,7.75,6.25,5.8,,51003233
8,8,8.5,8.25,,,,3,9.5,51003235
6.2,7.5,5.75,7.25,,,,8.6,8.25,51003236
7.4,3.75,,,6.75,4.5,5.25,9.8,,51003237
8.2,7.5,,,7,5.75,4.75,8,,51003238
8.6,6.5,,,5.25,8,7.5,8,,51003239
8.2,6.25,4.5,8,,,,3.4,9.25,51003241
7.2,6,1.75,5.5,,,,6,7.5,51003242
4.4,5.5,4,7,,,,4.2,9,51003240
3.6,3.5,3,,,,,,,51003243
7.8,6.25,,,7.25,5.75,6.5,5,,51003244
5.4,6,7,8.5,,,,5.2,9.75,51003245
6,5.5,4.25,7.25,,,,4.6,8,51003246
6.4,7,7,8.25,,,,4.8,9,51003247
5,5.25,6,8.5,,,,4.8,8.75,51003249
,8.75,9,,,,,9.4,,51003250
7.4,7.25,8,8.75,,,,6.6,10,51003248
8.2,7.5,,,7.5,7.25,6.75,8.2,,51003251
5,3.25,3,6.75,,,,3.6,8.25,51003252
5,4.5,3.25,6.5,,,,4.4,8.25,51003253
7.4,7,6.5,8.5,,,,7.8,8.75,51003254
8.8,7.5,,,8.25,5.25,6,9.2,,51003255
,7.5,8.25,7.75,,,,,,51003256
7.8,5.75,,,8.5,6.25,6.5,8.6,,51003257
7.4,7.25,,,7.5,8.25,7.25,6.4,,51003258
8.6,6.75,,,7.75,7.5,7,6.2,,51003259
7,8.5,6,7,,,,8.2,9.5,51003260
7.6,5.75,,,7.25,6.75,5.75,7,,51003261
3.4,5.5,3.5,6,,,,3,8.75,51003262
8.6,6.5,,,6.25,8.5,7.25,8,,51003263
7,8.5,6.5,7.5,,,,8.8,9.25,51003266
6.6,7.25,4.5,7.5,,,,,,51003265
3.4,4.75,3.5,6.25,,,,4,8,51003264
6,7.5,4.25,6.25,,,,6.4,6.75,51003267
8.2,6,6,7.5,,,,4.8,9.25,51003268
6.6,5,4.25,7,,,,5.8,8.75,51003269
6.2,3.75,4.75,7,,,,5.2,8,51003270
7.2,5,4.25,7,,,,6.6,9,51003271
6.8,,,,,6.25,7.5,,,51003272
7.6,6.75,,,6.5,7.75,9,8,,51003274
6.6,6.75,4,7.5,,,,6,9.25,51003273
8.4,8.75,,,8,7.75,5.75,9.4,,51003275
4.6,6,2,6,,,,2.6,7.75,51003276
5.8,6,4.5,6.25,,,,,,51003277
7.6,6.25,4,7.75,,,,3.6,8.5,51003278
5.8,5.75,6,7.25,,,,4,8.5,51003279
5.2,6,3.25,6.75,,,,5,9.25,51003280
7.8,7.75,6.5,8,,,,4.8,9.5,51003282
8.4,6.5,,,6.5,8,6.75,7.6,,51003281
5.8,7,,,5,5.5,6.5,5.2,,51003283
7.4,7.5,7,8.25,,,,7.2,9.5,51003284
6.2,7.25,5,5.75,,,,8.8,9,51003285
8.2,,,,,7,8.75,,,51003286
9.2,9,,,8.25,7.25,6.5,9.2,,51003287
7,7.25,,,5.5,7.25,4,4.4,,51003288
7.4,7.75,6.5,8.75,,,,6.2,9.5,51003289
7.2,8.25,5,9,,,,7,9.25,51003290
5.8,7.25,5,7,,,,,,51003291
6,7.75,5.75,8.75,,,,9.2,9.5,51003292
6.4,6,,,6.75,6.25,5,6.4,,51003293
8,8.5,,,7,7,5.75,6.2,,51003295
5.6,5.75,4.25,7.5,,,,5,8.75,51003294
7.8,7,,,6.5,7.75,7.5,7.6,,51003297
7.2,7.75,6.75,7.75,,,,6.6,9.5,51003296
8.8,,,,,7.75,9.5,,,51003299
6.8,7.5,5,6.75,,,,4.8,9.25,51003300
6.8,6.75,,,5.25,4.25,5,4.4,,51003298
6.4,8.25,5.25,9,,,,6.4,9.5,51003301
7.8,8.5,,,6.75,8.5,8,6.2,,51003302
7.6,8.25,6.75,7.25,,,,5.6,9.25,51003303
7.6,6.5,,,6.5,4.5,5.5,7.6,,51003307
4.2,6.25,3.5,7.25,,,,3.8,8.75,51003304
7,7.25,,,7.25,7.25,5.25,5,,51003306
7.6,8,7,8,,,,7,9,51003305
4.8,7.25,7.75,7.5,,,,4.6,10,51003308
7.8,5.5,3.5,7.75,,,,5.4,7.75,51003309
6.4,5.5,5,6.75,,,,7.8,9.5,51003310
7,6.75,2.75,6.5,,,,4.2,7.25,51003311
4.4,6.25,4,5.5,,,,4.4,9.5,51003312
6,6,5.5,7,,,,6,9.25,51003313
8.6,6.75,,,3.5,8,8.25,6,,51003314
5.8,6.25,3.5,8,,,,4.6,7.75,51003316
6.6,8,3.75,7.25,,,,6.8,8.75,51003317
5.4,7,5.5,6.25,,,,4.6,7.5,51003315
6.8,6,5,7.75,,,,5.6,9.25,51003318
5.4,6.25,2.25,7,,,,5.2,8.75,51003319
8.4,6,,,7,5.75,4.5,9.2,,51003320
7.8,8.25,,,7.5,6.75,7.75,8.4,,51003321
5.8,6,3,6.5,,,,4.8,9.25,51003322
7.8,8.25,,,7,7.25,4.5,7.2,,51003324
7.2,8.75,4.5,7.5,,,,4,9,51003323
6,7.5,5.25,7.75,,,,6,8.5,51003326
6.8,8,6.5,7.75,,,,5.8,9.25,51003325
6.6,3.75,5.25,8.75,,,,5.4,9.5,51003327
8.2,8.25,,,5,7.5,7.25,6.4,,51003328
7.2,7.5,,,6.25,6,6.25,7.4,,51003329
6.6,6.75,,,7.5,8,4.75,6.2,,51003330
4.2,,4,,,,,,,51003333
7.2,6.25,,,6.5,6.75,6.25,4.8,,51003331
6,7.25,7.75,6.75,,,,7.6,10,51003334
7,4.5,6.25,7.25,,,,4.8,8.5,51003332
8.2,4.5,5.5,8.75,,,,4.4,10,51003335
5.6,6.75,,,6,3.5,6.25,5,,51003336
6.6,6.5,7.25,8.75,,,,6.8,9.5,51003337
5.6,7.5,2.25,6.25,,,,5.2,8.5,51003338
7.8,,,,,8,7.75,,,51003340
7,8.25,7.5,9.25,,,,6.6,8.5,51003342
7,7.25,4.25,8.25,,,,4.6,10,51003341
4.6,5.5,2.75,8,,,,4.4,8.75,51003339
6.6,4.5,5,7,,,,3.6,9,51003343
6.6,8.5,4.5,7.5,,,,7,8.25,51003344
5.6,6,4.75,7.75,,,,3.8,9,51003346
8.4,6,,,7.25,8.25,7,9,,51003345
7.6,9,,,6,7.75,6,7.2,,51003348
4.8,7.5,2.5,6.25,,,,4,7,51003350
8.2,7.25,,,7.5,5.25,4.5,8.4,,51003347
6.8,6.75,,,5,4.25,4.25,4.4,,51003349
7.4,8.75,7.25,8.75,,,,8,9.75,51003351
7.6,9,,,6,6.25,6.5,8.8,,51003352
5,7.75,5.5,8,,,,7.6,7.75,51003353
5.4,7.25,4,7.25,,,,5.4,8.25,51003354
6.8,8,5.5,7.5,,,,5.2,9.75,51003355
6.8,7,5.75,8.25,,,,4.8,9.75,51003356
,6,7.25,7.5,,,,,,51003358
